gene,score
TUBA1B,0.2937677037076327
FOS,0.29357302895408843
JUNB,0.2924676196834599
IGHG2,0.29169338561917585
RASAL3,0.2905786538579635
RORA,0.2903837387309326
CAPN2,0.2865816813377384
TC2N,0.2856991387647935
RASA3,0.28359873698054544
MT-ND3,0.28069739916138364
SFTPB,0.27968338381143654
TNFAIP3,0.27897010668742916
DMD,0.2777635911669484
MEF2C,0.27357568916018
MT-ND2,0.2717722023531721
XBP1,0.2717053068714872
S100A9,0.27125872565194287
RNASE6,0.27079217882004575
TGFBI,0.2701457834951339
MATK,0.2697569744785551
TIMP1,0.26972583028214725
DDIT4,0.2694589814263523
BMP2K,0.26854665995901517
CD96,0.26815804222421435
LILRB4,0.26721491901125394
ITGAL,0.2671708312870165
ACTB,0.26678620461928176
S100A8,0.26572819930233016
RPS18,0.26482578413299296
NFATC1,0.2627115439510388
NUCB2,0.2614846642389006
IGHG4,0.2587531045021816
TYMS,0.25738954178812845
PXN,0.25699699579114055
COL9A2,0.2566901306482117
BIRC3,0.25411657517117764
MGAT4A,0.2539857423114808
FTH1,0.2538166981774581
RBMS1,0.2516841979471178
DOK2,0.25079002664005196
HMOX1,0.24626785861823855
EAF2,0.243782695359487
CST3,0.24151026929224542
GBP5,0.24004120033993517
DNAJB1,0.2395135449427752
ADGRG1,0.2390969598485787
SORL1,0.23758500914110398
LTB,0.23719791778627733
CPNE5,0.23505127567937906
CD4,0.23429972494218199
STOM,0.2341559263942165
TRAV12-1,0.23325735961274138
MAN1A1,0.2324866397351314
THEMIS,0.2324699104403092
TPM4,0.23235391773031489
CD200,0.23210200339570333
SAMD3,0.23208248265010054
PITPNC1,0.23111432020820227
PSAP,0.2309486294517111
RUNX3,0.23020000392876447
WDR11,0.22949472354260683
CMTM7,0.22918795595358862
CCDC191,0.2290786849706277
AIF1,0.2287764312807682
MAL,0.22735095288930335
SLFN5,0.22620667661401647
GLRX,0.22515507419544292
RASGRP1,0.22458323619826817
LINC02446,0.2238451660791046
FCHSD2,0.22353518562054658
TLE1,0.22254444098806692
AP1S2,0.22248159246909058
TBX21,0.22019029090650172
CLEC4C,0.21900841790941475
METTL7A,0.2180495672053231
SYNE1,0.21791711162049185
SH2D2A,0.21738312530556644
RNF166,0.21529556711995262
SYTL3,0.21501355289908677
LYZ,0.21413810258602034
PRKCQ-AS1,0.21302157979197722
HSPA5,0.2106672256999701
CAMK4,0.21066222071784008
LAG3,0.2070019710904447
GATA3,0.20475874785266987
PTGER2,0.20410129262205234
PPP2R5C,0.20278915767922698
CKS2,0.20113192848001113
