gene,is_known,p_S1,p_S2,p_mean,p_max,p_fisher,p_bonf,p_hmp
STAT1,False,0.030984507746126936,0.0099800399201596,0.0015117749477836506,0.009980039920159611,0.0028082218400168335,0.0199600798403192,0.122870989474916
AC013401.2,False,0.046476761619190406,0.0778443113772455,0.014195232959001935,0.046476761619190454,0.023957522380517182,0.09295352323838081,0.24125370601165044
PCGEM1,False,0.00399800099950025,0.0019960079840319,4.5951831126544995e-05,0.001996007984031878,0.00010165429775321755,0.0039920159680638,0.05160109163264004
SLC39A10,False,0.037481259370314844,0.0019960079840319,0.0004925396697442741,0.001996007984031878,0.0007855743028285511,0.0039920159680638,0.061564404197230985
RP11-107N15.1,False,0.504247876061969,0.091816367265469,0.1754933519088303,0.09181636726546905,0.18855649101774952,0.183632734530938,0.39414003829886207
DYTN,False,0.4577711144427786,0.9001996007984032,0.7972982175129453,0.4577711144427786,0.7774092504396128,0.9155422288855573,0.7790465275580272
FASTKD2,False,0.39080459770114945,0.0019960079840319,0.012819406673997502,0.001996007984031878,0.006362200326569534,0.0039920159680638,0.06302166788661809
RP11-95H11.1,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
CPO,False,0.001999000499750125,0.0019960079840319,2.341668097016747e-05,0.001996007984031878,5.3592820653758366e-05,0.0039920159680638,0.044693434876932524
AC079767.4,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
CCNYL1,False,0.02798600699650175,0.0878243512974051,0.010469647836988671,0.027986006996501778,0.017225781282553698,0.0559720139930035,0.20602467594278576
CRYGD,False,0.17541229385307347,0.8702594810379242,0.5547305907378013,0.17541229385307355,0.4395800105072164,0.35082458770614694,0.5403457011295437
MAP2,False,0.9245377311344328,0.0099800399201596,0.2643774995357404,0.009980039920159611,0.05246086921384552,0.0199600798403192,0.14052373185249614
RP11-260M2.1,False,0.0029985007496251873,0.0439121756487025,0.0008160358407484081,0.0029985007496251548,0.001308175512769405,0.005997001499250375,0.07492447502924365
AC093381.2,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
SPAG16,False,0.6946526736631684,0.0019960079840319,0.046904572522642574,0.001996007984031878,0.010511231090308937,0.0039920159680638,0.06309182367614834
AC073284.4,False,0.04847576211894053,0.3512974051896207,0.07441808569069108,0.048475762118940446,0.08638701749467903,0.09695152423788106,0.29188244203251423
ATIC,False,0.0009995002498750624,0.0379241516966067,0.0002902600089333962,0.0009995002498750516,0.0004237961323587669,0.001999000499750125,0.044132405370227404
AC007557.5,False,0.44427786106946526,0.0019960079840319,0.016392697230441233,0.001996007984031878,0.00711900841688673,0.0039920159680638,0.06304094896446127
CTDSP1,False,0.5962018990504747,0.6926147704590818,0.7012746684554009,0.5962018990504747,0.7781644561556423,1.0,0.8005011819782242
CDK5R2,False,0.001999000499750125,0.0019960079840319,2.341668097016747e-05,0.001996007984031878,5.3592820653758366e-05,0.0039920159680638,0.044693434876932524
CRYBA2,False,0.6466766616691654,0.0019960079840319,0.03840655898734591,0.001996007984031878,0.009877650355487155,0.0039920159680638,0.06308511928618257
RESP18,False,0.2128935532233883,0.2934131736526946,0.1717109537234811,0.21289355322338832,0.2356918886535777,0.4257871064467766,0.4967400866554304
DES,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
ASIC4,False,0.05697151424287856,0.2315369261477046,0.050856399181492984,0.05697151424287861,0.07028459680790555,0.11394302848575712,0.30239509981217605
TMEM198,False,0.0009995002498750624,0.0019960079840319,1.2169547560003657e-05,0.0009995002498750516,2.817924621545398e-05,0.001999000499750125,0.036496593430090485
INHA,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
AC009955.8,False,0.17491254372813594,0.0099800399201596,0.010538543994933036,0.009980039920159611,0.01283152375440444,0.0199600798403192,0.1374142808380614
SLC4A3,False,0.07546226886556721,0.1576846307385229,0.04221441266353043,0.07546226886556717,0.0646281131127513,0.15092453773113443,0.3194918525628151
CUL3,False,0.552223888055972,0.3153692614770459,0.40242815304109647,0.3153692614770458,0.47854379674169734,0.6307385229540918,0.6336131995386272
AC009410.1,False,0.585207396301849,0.2834331337325349,0.40023159930412655,0.28343313373253487,0.46385881169399124,0.5668662674650699,0.6179810609928708
FBXO36,False,0.14042978510744628,0.5289421157684631,0.2384821625446233,0.14042978510744641,0.26739956989375646,0.28085957021489255,0.47110200086763593
ALPP,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
EFHD1,False,0.005997001499250375,0.0958083832335329,0.0034687772554448104,0.005997001499250421,0.004861895246373038,0.01199400299850075,0.1062425430519461
USP40,False,0.014992503748125937,0.0039920159680638,0.0003243393710212761,0.003992015968063756,0.0006418146539571845,0.0079840319361276,0.07940510210053495
AC096574.5,False,0.894552723638181,0.6047904191616766,0.8582731512404793,0.6047904191616766,0.8733661683414085,1.0,0.8495127500611108
ANO7,False,0.06046976511744128,0.0019960079840319,0.0008674364952184765,0.001996007984031878,0.0012096629975417716,0.0039920159680638,0.06216475352443939
GAL3ST2,False,0.2493753123438281,0.0239520958083832,0.030249581447468143,0.0239520958083832,0.0365580963934129,0.0479041916167664,0.20906045672393325
CHL1-AS1,False,0.0004997501249375312,0.0718562874251497,0.00038870187171335946,0.0004997501249375258,0.000403432636874812,0.0009995002498750624,0.03150550557587457
FANCD2OS,False,0.4357821089455272,0.0199600798403193,0.058543020193366435,0.019960079840319334,0.04996823721037247,0.0399201596806386,0.19537600101592337
RP11-438J1.1,False,0.049475262368815595,0.0079840319361277,0.002048623191003407,0.007984031936127733,0.0034905614187596967,0.0159680638722554,0.11725734045877009
AC093495.4,False,0.16091954022988506,0.0019960079840319,0.0031082864532429033,0.001996007984031878,0.0029047283929092282,0.0039920159680638,0.0627941605939875
FGD5-AS1,False,0.6141929035482259,0.4271457085828343,0.5300480342766989,0.4271457085828343,0.6133939998783979,0.8542914171656686,0.7098383069714648
RP11-320G10.1,False,0.0079960019990005,0.1317365269461078,0.006312239417357146,0.007996001999000524,0.008274992054672192,0.015992003998001,0.12278796170488811
RP11-222K16.2,False,0.7981009495252374,0.1596806387225549,0.45470473554262236,0.1596806387225549,0.3899829841956616,0.3193612774451098,0.5158658752369061
SUSD5,False,0.24037981009495252,0.4111776447105788,0.25548596266731693,0.24037981009495257,0.3275779889199859,0.48075962018990503,0.5508107147755773
DLEC1,False,0.0004997501249375312,0.029940119760479,0.00012739433546382628,0.0004997501249375258,0.0001811962018177793,0.0009995002498750624,0.03135427941435417
ACAA1,False,0.0004997501249375312,0.0279441117764471,0.0001171784230957762,0.0004997501249375258,0.0001700799455409685,0.0009995002498750624,0.03133591119110947
MYD88,False,0.37881059470264866,0.0019960079840319,0.012103408310457864,0.001996007984031878,0.006190509922603393,0.0039920159680638,0.06301659868392709
TTC21A,False,0.0074962518740629685,0.0019960079840319,8.643123028528876e-05,0.001996007984031878,0.0001811962018177793,0.0039920159680638,0.05614788615609843
CCDC13-AS1,False,0.9180409795102449,0.5269461077844312,0.8489873442190203,0.5269461077844312,0.8350488752590343,1.0,0.8182709798136687
RP11-70C1.1,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
RP11-272D20.2,False,0.783608195902049,0.06187624750499,0.29677229725250753,0.06187624750498999,0.19523014160735475,0.12375249500998,0.33866760467392837
EXOSC7,False,0.0004997501249375312,0.0079840319361277,2.7802027445011923e-05,0.0004997501249375258,5.3592820653758366e-05,0.0009995002498750624,0.030669580415215735
CCRL2,False,0.45977011494252873,0.1816367265469061,0.23752403679536738,0.1816367265469061,0.29085052752324136,0.3632734530938122,0.5102939347534833
TDGF1,False,0.0029985007496251873,0.0019960079840319,3.464596332203307e-05,0.001996007984031878,7.796250956226825e-05,0.0039920159680638,0.048955537964806194
CCDC12,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
KLHL18,False,0.0009995002498750624,0.2934131736526946,0.005092271627691103,0.0009995002498750516,0.002678822293931904,0.001999000499750125,0.04463422567973844
ZNF589,False,0.011494252873563218,0.0039920159680638,0.00024747966296756463,0.003992015968063756,0.0005042497551646097,0.0079840319361276,0.07698003589194959
SHISA5,False,0.0704647676161919,0.4510978043912175,0.1296609052200124,0.07046476761619191,0.1414090418437628,0.1409295352323838,0.34912677548676235
TMEM89,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
IP6K2,False,0.1424287856071964,0.6846307385229541,0.3385833261570105,0.1424287856071964,0.32449642937903844,0.2848575712143928,0.4855944305337032
QRICH1,False,0.001999000499750125,0.0019960079840319,2.341668097016747e-05,0.001996007984031878,5.3592820653758366e-05,0.0039920159680638,0.044693434876932524
RP11-3B7.1,False,0.15792103948025987,0.6387225548902196,0.32340439162465473,0.15792103948025993,0.33225277708673984,0.31584207896051975,0.5032213828436323
GNAT1,False,0.4687656171914043,0.0019960079840319,0.01826262062635986,0.001996007984031878,0.007461194014259487,0.0039920159680638,0.06304831481521293
HYAL2,False,0.07596201899050475,0.2055888223552894,0.05544149725762881,0.07596201899050481,0.08057403393586149,0.1519240379810095,0.33306928302664734
TMEM115,False,0.13693153423288357,0.0159680638722554,0.010992846453827476,0.015968063872255356,0.015579996251794959,0.0319361277445108,0.1691179453069685
GRM2,False,0.4387806096951524,0.091816367265469,0.1470558373848473,0.09181636726546905,0.16967859917810224,0.183632734530938,0.389687413474547
ABHD14A,False,0.0024987506246876563,0.3672654690618762,0.013048353634946386,0.002498750624687629,0.0073357971556891055,0.004997501249375313,0.07045374158507282
POC1A,False,0.1184407796101949,0.2095808383233532,0.07961987097307865,0.11844077961019484,0.11656812311987252,0.2368815592203898,0.38903634817512117
GLYCTK,False,0.5217391304347826,0.0019960079840319,0.022909190858251716,0.001996007984031878,0.008192859846108735,0.0039920159680638,0.06306189014294546
DNAH1,False,0.0009995002498750624,0.1277445109780439,0.001398119514696039,0.0009995002498750516,0.0012724627765796637,0.001999000499750125,0.04453629216307657
TMEM110,False,0.111944027986007,0.0259481037924151,0.012720731975867983,0.025948103792415078,0.019872493626177934,0.0518962075848302,0.20525726277271472
RP11-894J14.5,False,0.004497751124437781,0.5189620758483033,0.03487737219831344,0.004497751124437732,0.016479424172067048,0.008995502248875561,0.09443627336233362
RP11-64C1.1,False,0.02448775612193903,0.1437125748502994,0.016001774170450345,0.024487756121938986,0.02340098781090083,0.04897551224387806,0.20456129095475645
WNT5A-AS1,False,0.033483258370814596,0.6067864271457086,0.1348496618125723,0.03348325837081456,0.09947879984528785,0.06696651674162919,0.2519215465206253
RP11-475O23.2,False,0.0024987506246876563,0.0099800399201596,0.00014144027084650457,0.002498750624687629,0.00028925488879316674,0.004997501249375313,0.06322027015090675
PTPRG,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
UBA3,False,0.01199400299850075,0.0019960079840319,0.0001407362458639705,0.001996007984031878,0.0002786619769233889,0.0039920159680638,0.05850179393017
ARL6IP5,False,0.01649175412293853,0.0019960079840319,0.00019752718212606712,0.001996007984031878,0.0003726774625149032,0.0039920159680638,0.05967430757691841
FRMD4B,False,0.5957021489255372,0.1876247504990019,0.32430591558267285,0.18762475049900185,0.3566895932126616,0.3752495009980038,0.5341990666053246
EIF4E3,False,0.005997001499250375,0.0019960079840319,6.889769237161669e-05,0.001996007984031878,0.00014762800379308771,0.0039920159680638,0.05472780745674723
RP11-6B4.1,False,0.0034982508745627187,0.0079840319361277,0.00015253835249329217,0.0034982508745626806,0.0003208001886420009,0.0069965017491254375,0.069748919873165
RP11-451B8.1,False,0.0004997501249375312,0.029940119760479,0.00012739433546382628,0.0004997501249375258,0.0001811962018177793,0.0009995002498750624,0.03135427941435417
CLDND1,False,0.08095952023988005,0.2255489021956087,0.06402230829026823,0.08095952023988007,0.09135687894699074,0.1619190404797601,0.34518197809059425
CPOX,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
RP11-779P15.1,False,0.21739130434782608,0.4491017964071856,0.2601979783098486,0.21739130434782605,0.3247749937231996,0.43478260869565216,0.5412658773652741
COL8A1,False,0.8905547226386806,0.4331337325349301,0.7734624847561018,0.43313373253493004,0.7531825254205371,0.8662674650698602,0.7634197951188714
FILIP1L,False,0.5642178910544727,0.5169660678642715,0.5574076733792142,0.5169660678642715,0.6510601890792129,1.0,0.7345470971118871
ALCAM,False,0.36081959020489757,0.091816367265469,0.11660580545145649,0.09181636726546905,0.1460114645195576,0.183632734530938,0.382600540747702
DPPA4,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
RP11-119D18.1,False,0.0814592703648176,0.0698602794411177,0.02113153519739186,0.06986027944111772,0.035105832851129004,0.1397205588822354,0.27425395213218356
PVRL3,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
CD200R1,False,0.0034982508745627187,0.1457085828343313,0.003987991033048699,0.0034982508745626806,0.004374277382299452,0.0069965017491254375,0.08265872145869578
RP11-553L6.5,False,0.34782608695652173,0.313373253493014,0.26746712200496103,0.31337325349301404,0.35058705981968696,0.626746506986028,0.5741968831662874
RP11-197K3.1,False,0.3663168415792104,0.0019960079840319,0.01138779520216926,0.001996007984031878,0.00601085922494049,0.0039920159680638,0.0630109667107619
RP11-384F7.1,False,0.8575712143928036,0.6407185628742516,0.8440054997093105,0.6407185628742516,0.8784883287627976,1.0,0.8564181059632748
IGSF11,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
IQCB1,False,0.2638680659670165,0.091816367265469,0.08276357468370432,0.09181636726546905,0.11435992194415168,0.183632734530938,0.3690931952832808
DTX3L,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
PARP14,False,0.1904047976011994,0.3972055888223553,0.2107057057680135,0.19040479760119955,0.27089887915866395,0.3808095952023988,0.5073607711764314
RP11-67L2.2,False,0.09695152423788106,0.4151696606786427,0.14228148566988197,0.09695152423788111,0.16956324968201353,0.19390304847576212,0.39647768801247024
ALDH1L1-AS1,False,0.7186406796601699,0.1297405189620758,0.34898300999165877,0.12974051896207583,0.3144516586932822,0.2594810379241516,0.4688276253289404
RP11-71E19.1,False,0.025987006496751622,0.0019960079840319,0.00032509019696636,0.001996007984031878,0.0005636620465101494,0.0039920159680638,0.06088734174557888
ZXDC,False,0.0004997501249375312,0.0159680638722554,6.058541912501436e-05,0.0004997501249375258,0.00010165429775321755,0.0009995002498750624,0.031131468523420764
ACAD9,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
ISY1,False,0.447776111944028,0.2135728542914171,0.256448458288316,0.21357285429141704,0.32010593052192005,0.4271457085828342,0.537778140016272
H1FX-AS1,False,0.920039980009995,0.3632734530938123,0.7722975422009648,0.3632734530938123,0.7005170400771161,0.7265469061876246,0.7217201133989299
ACKR4,False,0.026986506746626688,0.0019960079840319,0.0003390975084134329,0.001996007984031878,0.0005833084625468388,0.0039920159680638,0.06096792829715151
NPHP3-AS1,False,0.0029985007496251873,0.12375249500998,0.0028829033203112697,0.0029985007496251548,0.0033022117925858296,0.005997001499250375,0.07651883875792712
RP11-91K8.5,False,0.7411294352823589,0.0019960079840319,0.0572558729783178,0.001996007984031878,0.011118696117715432,0.0039920159680638,0.06309749248569535
EPHB1,False,0.00849575212393803,0.0019960079840319,9.82786782693923e-05,0.001996007984031878,0.0002032332302485118,0.0039920159680638,0.056855551333504166
PCCB,False,0.02848575712143928,0.7465069860279441,0.19029594685545326,0.028485757121439303,0.10314927547663622,0.05697151424287856,0.23425938649402034
NCK1,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
RP11-461M2.2,False,0.001999000499750125,0.0019960079840319,2.341668097016747e-05,0.001996007984031878,5.3592820653758366e-05,0.0039920159680638,0.044693434876932524
PISRT1,False,0.009995002498750625,0.0259481037924151,0.0012650418333460811,0.009995002498750627,0.0024009003175157195,0.01999000499750125,0.1201299955462151
RBP1,False,0.0009995002498750624,0.0558882235528942,0.0004669599196399643,0.0009995002498750516,0.0006028809724042405,0.001999000499750125,0.04431567059578586
PXYLP1,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
TRPC1,False,0.01899050474762619,0.6167664670658682,0.1043263976903791,0.018990504747626202,0.06380006113787429,0.03798100949525238,0.1919543961894999
RP11-80H8.3,False,0.0004997501249375312,0.0159680638722554,6.058541912501436e-05,0.0004997501249375258,0.00010165429775321755,0.0009995002498750624,0.031131468523420764
RP11-454C18.1,False,0.3538230884557721,0.4391217564870259,0.35438640970509216,0.35382308845577204,0.4446631726912623,0.7076461769115442,0.6260068274663935
RP11-292E2.1,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
KCNAB1-AS2,False,0.04047976011994003,0.4171656686626746,0.08350189094240146,0.040479760119940034,0.08580545906335424,0.08095952023988005,0.2716587379198102
LINC00886,False,0.18790604697651175,0.1377245508982036,0.08114489919254475,0.13772455089820357,0.12045024490110978,0.2754491017964072,0.3986836770618501
MLF1,False,0.02848575712143928,0.8003992015968064,0.22666544342903294,0.028485757121439303,0.10900659414926928,0.05697151424287856,0.234549804511139
RP11-774I5.1,False,0.0009995002498750624,0.0019960079840319,1.2169547560003657e-05,0.0009995002498750516,2.817924621545398e-05,0.001999000499750125,0.036496593430090485
RP11-298O21.7,False,0.047976011994003,0.6966067864271457,0.20803169139264532,0.04797601199400303,0.14700264951379816,0.095952023988006,0.29961559950273936
RP11-368I23.3,False,0.43478260869565216,0.1157684630738523,0.1679987858865324,0.11576846307385225,0.20078641706280131,0.2315369261477046,0.4276095613387259
MYNN,False,0.0004997501249375312,0.0139720558882235,5.198751644930333e-05,0.0004997501249375258,8.987989838049604e-05,0.0009995002498750624,0.0310642050590801
SEC62-AS1,False,0.05347326336831584,0.2634730538922156,0.056225212911218514,0.053473263368315815,0.07414039719943766,0.10694652673663169,0.2981663233233856
GPR160,False,0.8470764617691154,0.530938123752495,0.7819957555081503,0.530938123752495,0.8091249212277193,1.0,0.8079255693839322
PHC3,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
RP11-408H1.3,False,0.7866066966516742,0.2455089820359281,0.5298773938967944,0.24550898203592808,0.5106933038397254,0.4910179640718562,0.6117349909072688
RP11-324C10.1,False,0.8745627186406797,0.656686626746507,0.8637214139457323,0.656686626746507,0.8928162815351283,1.0,0.86609714276506
DNAJC19,False,0.29685157421289354,0.0698602794411177,0.07758518614589016,0.06986027944111772,0.10111460051375087,0.1397205588822354,0.3363081260198812
RP11-329B9.5,False,0.001999000499750125,0.6506986027944112,0.03907840152717834,0.001999000499750103,0.009943971096197712,0.00399800099950025,0.06313284741400642
TMEM41A,False,0.005497251374312844,0.0019960079840319,6.311596366226357e-05,0.001996007984031878,0.00013628040749247283,0.0039920159680638,0.054116979750698894
RP11-573D15.8,False,0.06346826586706647,0.0019960079840319,0.0009201408462515825,0.001996007984031878,0.001263515259685155,0.0039920159680638,0.062211729300107356
RPL39L,False,0.041979010494752625,0.2355289421157684,0.04166766891076401,0.04197901049475261,0.05553193214421592,0.08395802098950525,0.2669411460056356
RP11-132N15.2,False,0.5037481259370314,0.0019960079840319,0.021230681720761924,0.001996007984031878,0.007945631243194251,0.0039920159680638,0.06305759887940429
TMEM207,False,0.09645177411294353,0.3992015968063872,0.13538638258314695,0.09645177411294359,0.16391029433020532,0.19290354822588707,0.3941642308092382
CCDC50,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
FGF12-AS2,False,0.3218390804597701,0.8542914171656687,0.6623661181632076,0.32183908045977017,0.6299488192251281,0.6436781609195402,0.6837693867687755
GP5,False,0.0079960019990005,0.279441117764471,0.01713861432121111,0.007996001999000524,0.015872763350296637,0.015992003998001,0.1246881477575234
XXYLT1-AS1,False,0.062468765617191405,0.029940119760479,0.007856565770615664,0.029940119760478945,0.013619022257703617,0.059880239520958,0.20119461874364067
AC124944.3,False,0.25837081459270367,0.4131736526946107,0.26973903264269716,0.2583708145927037,0.3455826097463579,0.5167416291854073,0.5638526776325234
SMCO1,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
AC128709.2,False,0.0004997501249375312,0.0079840319361277,2.7802027445011923e-05,0.0004997501249375258,5.3592820653758366e-05,0.0009995002498750624,0.030669580415215735
ZNF718,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
ZNF721,False,0.006496751624187906,0.0019960079840319,7.471064184327858e-05,0.001996007984031878,0.00015889237817889867,0.0039920159680638,0.05526114142386246
SLC26A1,False,0.16091954022988506,0.7764471057884231,0.43528150763037776,0.16091954022988508,0.38481687471655035,0.3218390804597701,0.516321939021084
RP11-20I20.2,False,0.01249375312343828,0.0019960079840319,0.00014692571291541334,0.001996007984031878,0.00028925488879316674,0.0039920159680638,0.05866944531739645
CFAP99,False,0.6841579210394803,0.1317365269461078,0.32572677075010303,0.13173652694610782,0.3070246468354966,0.2634730538922156,0.4700340212661699
RP3-513G18.2,False,0.6571714142928535,0.2295409181636726,0.40620898442630926,0.2295409181636725,0.43617385194460867,0.4590818363273452,0.5833013919717946
OTOP1,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
STK32B,False,0.037481259370314844,0.155688622754491,0.02413575122814382,0.03748125937031488,0.0358516323159177,0.07496251874062969,0.2457993987489353
CRMP1,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
GRPEL1,False,0.0009995002498750624,0.1297405189620758,0.0014291686619116728,0.0009995002498750516,0.0012903344915143888,0.001999000499750125,0.04453895206413008
SH3TC1,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
RP11-774O3.2,False,0.033483258370814596,0.2954091816367265,0.04691570452948335,0.03348325837081456,0.05555035129896535,0.06696651674162919,0.24525276040950586
RP11-446J8.1,False,0.4567716141929036,0.9201596806387226,0.8205661538717886,0.4567716141929036,0.7846128281063109,0.9135432283858071,0.7813399237390259
AC006160.5,False,0.6891554222888556,0.3532934131736527,0.5329713511257733,0.3532934131736527,0.587440805738905,0.7065868263473054,0.683461385425953
FAM184B,False,0.24237881059470265,0.7005988023952096,0.4514457290565682,0.24237881059470268,0.4708964248869475,0.4847576211894053,0.6001313674767008
LINC01258,False,0.0004997501249375312,0.7385229540918163,0.030385733702127604,0.0004997501249375258,0.0032864476036544854,0.0009995002498750624,0.03160418258295677
RP11-617D20.2,False,0.013493253373313344,0.0079840319361277,0.0005419474798825652,0.007984031936127733,0.0010919437871111937,0.0159680638722554,0.10016010591157759
UGDH-AS1,False,0.272863568215892,0.0019960079840319,0.006892268200032969,0.001996007984031878,0.004637803498568349,0.0039920159680638,0.06295257160259721
PHOX2B,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
RP11-663P9.1,False,0.2448775612193903,0.0019960079840319,0.005801218225255811,0.001996007984031878,0.0042150237175186955,0.0039920159680638,0.06292646462450859
RP11-535C7.1,False,0.08345827086456771,0.0019960079840319,0.001293556883227076,0.001996007984031878,0.001615861173288602,0.0039920159680638,0.062440147369689274
LINC01618,False,0.7611194402798601,0.7664670658682635,0.8452406046610409,0.7611194402798602,0.897769329073556,1.0,0.873947305534765
RP11-571I18.5,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
RP11-545H22.1,False,0.5187406296851574,0.9520958083832336,0.8870392670337417,0.5187406296851574,0.842301525557533,1.0,0.819498695621295
RP11-300M6.1,False,0.0034982508745627187,0.1516966067864271,0.004209125782856149,0.0034982508745626806,0.004532669943916212,0.0069965017491254375,0.08269699777768738
TMPRSS11D,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
CSN2,False,0.0004997501249375312,0.0139720558882235,5.198751644930333e-05,0.0004997501249375258,8.987989838049604e-05,0.0009995002498750624,0.0310642050590801
STATH,False,0.0024987506246876563,0.0019960079840319,2.9025077685207457e-05,0.001996007984031878,6.587809150926383e-05,0.0039920159680638,0.04710905650314008
CSN3,False,0.06446776611694154,0.6766467065868264,0.22677419560824774,0.06446776611694138,0.18025424408477275,0.12893553223388307,0.3431031044524537
RUFY3,False,0.19090454772613694,0.1816367265469061,0.10360477965208581,0.1816367265469061,0.15124413828893069,0.3632734530938122,0.4314572492737947
MOB1B,False,0.0004997501249375312,0.0019960079840319,6.430213693953135e-06,0.0004997501249375258,1.4781041052014388e-05,0.0009995002498750624,0.028272964322665645
RP11-692D12.1,False,0.23938030984507747,0.0039920159680638,0.008736148234969043,0.003992015968063756,0.00760012000992949,0.0079840319361276,0.08861755201980835
RASSF6,False,0.06846576711644178,0.0019960079840319,0.0010099042690150384,0.001996007984031878,0.0013526467992033275,0.0039920159680638,0.0622810727235232
CXCL2,False,0.0014992503748125937,0.0019960079840319,1.7807366956335002e-05,0.0014992503748125774,4.1055508613996317e-05,0.0029985007496251873,0.04138029443011824
RCHY1,False,0.6626686656671664,0.1936127744510978,0.37653516754190686,0.1936127744510978,0.39175146567418584,0.3872255489021956,0.5474216310985367
AC112719.2,False,0.0014992503748125937,0.373253493013972,0.009977643156302118,0.0014992503748125774,0.004750049430785497,0.0029985007496251873,0.054648923421333345
CCNI,False,0.29535232383808097,0.3932135728542914,0.28369977392092016,0.29535232383808097,0.3661772049656513,0.5907046476761619,0.5808001094380817
WDFY3-AS1,False,0.001999000499750125,0.1876247504990019,0.003880908036829167,0.001999000499750103,0.0033337080500636107,0.00399800099950025,0.06289558290380622
TIGD2,False,0.09695152423788106,0.0019960079840319,0.0015672552886867308,0.001996007984031878,0.0018481070379594566,0.0039920159680638,0.06254188575800201
RP11-562F9.2,False,0.02848575712143928,0.0019960079840319,0.00036030953337917726,0.001996007984031878,0.0006126403450634754,0.0039920159680638,0.06107872495441979
