gene,S2_obs,null_mean,null_std,z_score,p_perm,p_zscore,p_pooled
AP006222.2,0.5659760972354279,0.5568538974519303,0.014150044759273691,0.6446763906890417,0.2894211576846307,0.5191369191626549,0.8590785288270377
RP4-669L17.2,0.642020411372958,0.6084933276039834,0.01939919288114489,1.7282720974211017,0.05389221556886228,0.0839394530925206,0.5814284294234593
RP4-669L17.10,0.7375073131434171,0.6214470518179103,0.02785163166266555,4.167090198922841,0.001996007984031936,3.085124474266898e-05,0.07896421471172962
OR4F29,0.68268783107857,0.6915593721696629,0.01120497493772383,-0.7917501949267421,0.782435129740519,0.42850634807999244,0.31238369781312125
SAMD11,0.6084104219385849,0.5729395507132256,0.0175415736190767,2.0221031473927873,0.031936127744510975,0.04316569694495209,0.7245059642147117
MRPL20,0.6243249674526885,0.5772760874952783,0.022006489752267853,2.137954780023904,0.02594810379241517,0.03252041353650181,0.6622524850894632
VWA1,0.6932925087865848,0.6549948438695026,0.018182281769546838,2.1063178649680885,0.029940119760479042,0.0351767505044287,0.2287385685884692
ATAD3B,0.695063350743721,0.6739000801216217,0.013427567085978634,1.5761061171086543,0.09181636726546906,0.11500134954228058,0.2156530815109344
TMEM240,0.6932947646398393,0.6842179576021659,0.013439259753295095,0.6753948658107657,0.32934131736526945,0.49942492655919724,0.22828230616302186
CDK11B,0.7375263984270315,0.628729190327159,0.02847886396833188,3.820279075065976,0.001996007984031936,0.0001333007598196545,0.07778330019880715
RP11-181G12.2,0.8153407500066019,0.6691691566030991,0.03121145160302767,4.683268028114359,0.001996007984031936,2.8233693825097106e-06,0.011519880715705765
ARHGEF16,0.7534329498041281,0.6360323908298494,0.027650385165289303,4.245892354572057,0.001996007984031936,2.1772514775753038e-05,0.05978528827037773
PLEKHG5,0.7233585739504074,0.6576573145028194,0.026052956154713206,2.52183510605953,0.007984031936127744,0.0116744419098882,0.09963717693836978
RP11-334N17.1,0.6243274725031838,0.6120683404979385,0.019133723303388174,0.6407081262157606,0.2894211576846307,0.5217123335065939,0.661934393638171
SLC45A1,0.7675917267315444,0.7571143840267912,0.017897238932801606,0.5854167083588524,0.27944111776447106,0.5582675567743243,0.0446272365805169
SPSB1,0.7074500872464923,0.676473683698152,0.015046128499055433,2.0587623952754948,0.033932135728542916,0.03951700569484329,0.14360934393638172
PEX14,0.6402445393613508,0.6057443707892596,0.01958651864695057,1.761424232348756,0.05189620758483034,0.07816662658724649,0.5910218687872764
RP4-635E18.9,0.6951038515362598,0.6785334948010211,0.01546055722514507,1.0717826333120475,0.11177644710578842,0.2838176752289261,0.20748707753479126
RP11-56N19.5,0.5960305058219858,0.5811610776884817,0.02132072470977626,0.6974166373756184,0.24550898203592814,0.4855420925464706,0.7700974155069582
PRAMEF1,0.6791529864636113,0.6650760122643189,0.022782543083789113,0.6178842347634259,0.28542914171656686,0.53665165187798,0.3416968190854871
