dataset_id	platform	split_strength	analysis_unit	method	median_observed_overlap	median_pseudo_overlap	median_specificity_margin	n_repeats
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	C19orf26	pgaa_h	0.06	0.03	0.02	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	C19orf26	pgaa_w	0.2	0.06	0.1399999999999999	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	C19orf26	welch_abs_t	0.12	0.01	0.11	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	C3orf72	absolute_mean_shift	0.35	0.06	0.31	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	C3orf72	pgaa_h	0.03	0.04	0.01	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	C3orf72	pgaa_w	0.36	0.04	0.32	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	C3orf72	welch_abs_t	0.34	0.03	0.31	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CBFA2T3	absolute_mean_shift	0.27	0.04	0.21	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CBFA2T3	pgaa_h	0.04	0.04	0.0	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CBFA2T3	pgaa_w	0.25	0.07	0.19	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CBFA2T3	welch_abs_t	0.15	0.03	0.0999999999999999	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CBL	absolute_mean_shift	0.24	0.05	0.19	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CBL	pgaa_h	0.06	0.05	0.0199999999999999	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CBL	pgaa_w	0.24	0.06	0.18	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CBL	welch_abs_t	0.14	0.02	0.13	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CDKN1A	absolute_mean_shift	0.4	0.04	0.35	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CDKN1A	pgaa_h	0.05	0.04	0.0	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CDKN1A	pgaa_w	0.42	0.05	0.34	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CDKN1A	welch_abs_t	0.27	0.02	0.25	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CDKN1B	absolute_mean_shift	0.33	0.02	0.3	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CDKN1B	pgaa_h	0.05	0.05	-0.0099999999999999	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CDKN1B	pgaa_w	0.36	0.04	0.31	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CDKN1B	welch_abs_t	0.21	0.01	0.1999999999999999	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CDKN1C	absolute_mean_shift	0.45	0.05	0.43	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CDKN1C	pgaa_h	0.05	0.07	-0.02	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CDKN1C	pgaa_w	0.47	0.06	0.3999999999999999	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CDKN1C	welch_abs_t	0.29	0.02	0.2699999999999999	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CEBPA	absolute_mean_shift	0.74	0.04	0.7	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CEBPA	pgaa_h	0.05	0.05	0.0	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CEBPA	pgaa_w	0.74	0.05	0.6799999999999999	5
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	CEBPA	welch_abs_t	0.55	0.0	0.55	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	AICAR|dose=0.001	absolute_mean_shift	0.24	0.21	0.03	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	AICAR|dose=0.001	pgaa_h	0.2	0.22	-0.03	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	AICAR|dose=0.001	pgaa_w	0.27	0.27	0.0	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	AICAR|dose=0.001	welch_abs_t	0.07	0.06	0.0199999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Altretamine|dose=0.001	absolute_mean_shift	0.25	0.21	0.0699999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Altretamine|dose=0.001	pgaa_h	0.24	0.24	0.01	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Altretamine|dose=0.001	pgaa_w	0.29	0.22	0.0399999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Altretamine|dose=0.001	welch_abs_t	0.09	0.06	0.03	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Altretamine|dose=0.01	absolute_mean_shift	0.22	0.23	-0.02	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Altretamine|dose=0.01	pgaa_h	0.25	0.25	0.0	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Altretamine|dose=0.01	pgaa_w	0.27	0.32	-0.04	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Altretamine|dose=0.01	welch_abs_t	0.07	0.11	-0.03	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Altretamine|dose=1.0	absolute_mean_shift	0.23	0.23	0.01	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Altretamine|dose=1.0	pgaa_h	0.21	0.24	-0.0499999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Altretamine|dose=1.0	pgaa_w	0.26	0.29	-0.0099999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Altretamine|dose=1.0	welch_abs_t	0.06	0.08	-0.0099999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Aminoglutethimide|dose=0.001	absolute_mean_shift	0.23	0.23	-0.0399999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Aminoglutethimide|dose=0.001	pgaa_h	0.23	0.21	-0.0199999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Aminoglutethimide|dose=0.001	pgaa_w	0.28	0.26	-0.0499999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Aminoglutethimide|dose=0.001	welch_abs_t	0.09	0.09	-0.02	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Aminoglutethimide|dose=0.1	absolute_mean_shift	0.25	0.22	0.01	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Aminoglutethimide|dose=0.1	pgaa_h	0.26	0.21	0.05	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Aminoglutethimide|dose=0.1	pgaa_w	0.28	0.25	0.01	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Aminoglutethimide|dose=0.1	welch_abs_t	0.08	0.08	0.01	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Andarine|dose=0.01	absolute_mean_shift	0.22	0.25	-0.01	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Andarine|dose=0.01	pgaa_h	0.21	0.22	-0.01	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Andarine|dose=0.01	pgaa_w	0.28	0.29	0.0	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Andarine|dose=0.01	welch_abs_t	0.08	0.1	-0.03	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Andarine|dose=1.0	absolute_mean_shift	0.25	0.25	0.0	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Andarine|dose=1.0	pgaa_h	0.23	0.21	0.02	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Andarine|dose=1.0	pgaa_w	0.28	0.29	-0.0299999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Andarine|dose=1.0	welch_abs_t	0.08	0.09	-0.01	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Carmofur|dose=0.01	absolute_mean_shift	0.25	0.22	-0.0099999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Carmofur|dose=0.01	pgaa_h	0.24	0.21	0.0199999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Carmofur|dose=0.01	pgaa_w	0.29	0.28	-0.03	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Carmofur|dose=0.01	welch_abs_t	0.09	0.08	0.0099999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Celecoxib|dose=0.1	absolute_mean_shift	0.23	0.24	0.0	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Celecoxib|dose=0.1	pgaa_h	0.21	0.21	0.02	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Celecoxib|dose=0.1	pgaa_w	0.27	0.28	0.0299999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Celecoxib|dose=0.1	welch_abs_t	0.09	0.08	0.0099999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Cimetidine|dose=0.001	absolute_mean_shift	0.22	0.24	-0.03	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Cimetidine|dose=0.001	pgaa_h	0.23	0.23	-0.04	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Cimetidine|dose=0.001	pgaa_w	0.28	0.25	0.02	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Cimetidine|dose=0.001	welch_abs_t	0.07	0.07	0.0199999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Droxinostat|dose=0.01	absolute_mean_shift	0.22	0.22	-0.0199999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Droxinostat|dose=0.01	pgaa_h	0.19	0.21	-0.05	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Droxinostat|dose=0.01	pgaa_w	0.25	0.25	0.0	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Droxinostat|dose=0.01	welch_abs_t	0.09	0.09	0.02	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Droxinostat|dose=0.1	absolute_mean_shift	0.25	0.22	0.03	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Droxinostat|dose=0.1	pgaa_h	0.24	0.23	-0.0099999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Droxinostat|dose=0.1	pgaa_w	0.29	0.26	0.02	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Droxinostat|dose=0.1	welch_abs_t	0.07	0.11	-0.03	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	ENMD2076|dose=0.001	absolute_mean_shift	0.26	0.25	0.01	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	ENMD2076|dose=0.001	pgaa_h	0.24	0.24	-0.01	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	ENMD2076|dose=0.001	pgaa_w	0.29	0.3	-0.03	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	ENMD2076|dose=0.001	welch_abs_t	0.08	0.1	-0.0099999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	ENMD2076|dose=0.01	absolute_mean_shift	0.23	0.21	0.07	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	ENMD2076|dose=0.01	pgaa_h	0.3	0.24	0.0399999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	ENMD2076|dose=0.01	pgaa_w	0.27	0.24	0.05	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	ENMD2076|dose=0.01	welch_abs_t	0.06	0.09	-0.02	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Enzastaurin|dose=1.0	absolute_mean_shift	0.4	0.23	0.16	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Enzastaurin|dose=1.0	pgaa_h	0.21	0.25	-0.0399999999999999	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Enzastaurin|dose=1.0	pgaa_w	0.43	0.26	0.18	5
sciplex3_a549_drug	A549 multiplexed drug perturbation	biological_replicate_holdout_1_vs_1	Enzastaurin|dose=1.0	welch_abs_t	0.28	0.07	0.21	5
