priority	candidate_id	queue_role	resolved_source_path	source_storage	status	size_bytes	expected_md5	observed_md5
27	datlinger2017_jurkat_crispr	v3c_rescue_screen	/Volumes/MOVESPEED/pgaa_cross_platform/v3c/sources/datlinger2017_jurkat_crispr/DatlingerBock2017.h5ad	active_usb	downloaded_and_verified	39085166	c797d8e0320afcc0cc2a94e94805b142	c797d8e0320afcc0cc2a94e94805b142
28	dixit2016_k562_tf_7d	v3c_rescue_screen	/Volumes/MOVESPEED/pgaa_cross_platform/v3c/sources/dixit2016_k562_tf_7d/DixitRegev2016_K562_TFs_7_days.h5ad	active_usb	downloaded_and_verified	256685252	b4fb773a3b3857a8ee471d6d2f5221e0	b4fb773a3b3857a8ee471d6d2f5221e0
29	dixit2016_k562_tf_high_moi	v3c_rescue_screen	/Volumes/MOVESPEED/pgaa_cross_platform/v3c/sources/dixit2016_k562_tf_high_moi/DixitRegev2016_K562_TFs_High_MOI.h5ad	active_usb	downloaded_and_verified	319735470	b77c2249b7069b16f91f7384a88c39b1	b77c2249b7069b16f91f7384a88c39b1
30	adamson2016_10x010	v3c_rescue_screen	/Volumes/MOVESPEED/pgaa_cross_platform/v3c/sources/adamson2016_10x010/AdamsonWeissman2016_GSM2406681_10X010.h5ad	active_usb	downloaded_and_verified	471286951	2fa44ea61a8dd35742af618638ec65fc	2fa44ea61a8dd35742af618638ec65fc
31	gasperini2019_lowmoi	v3c_rescue_screen	/Volumes/MOVESPEED/pgaa_cross_platform/v3c/sources/gasperini2019_lowmoi/GasperiniShendure2019_lowMOI.h5ad	active_usb	downloaded_and_verified	322716827	f26552257c5ce060ce523e5ffcb301a5	f26552257c5ce060ce523e5ffcb301a5
32	papalexi2021_arrayed_rna	v3c_rescue_screen	/Volumes/MOVESPEED/pgaa_cross_platform/v3c/sources/papalexi2021_arrayed_rna/PapalexiSatija2021_eccite_arrayed_RNA.h5ad	active_usb	downloaded_and_verified	52339395	843820d48b024348d6132cd53be0da91	843820d48b024348d6132cd53be0da91
33	nadig2024_hepg2	v3c_rescue_screen	/Volumes/MOVESPEED/pgaa_cross_platform/v3c/sources/nadig2024_hepg2/NadigOConner2024_hepg2.h5ad	active_usb	downloaded_and_verified	850590740	af2be47f7477cf32fa6e4bec1c6a4868	af2be47f7477cf32fa6e4bec1c6a4868
34	nadig2024_jurkat	v3c_rescue_screen	/Volumes/MOVESPEED/pgaa_cross_platform/v3c/sources/nadig2024_jurkat/NadigOConner2024_jurkat.h5ad	active_usb	downloaded_and_verified	1293665804	d8b05d00bfbd686d37ffdd4293bc6c8c	d8b05d00bfbd686d37ffdd4293bc6c8c
35	lara2023_leukemia	v3c_rescue_screen	/Volumes/MOVESPEED/pgaa_cross_platform/v3c/sources/lara2023_leukemia/LaraAstiasoHuntly2023_leukemia.h5ad	active_usb	downloaded_and_verified	1176002572	bb89e43e3c474b8d8d3bdd46ad54ec59	bb89e43e3c474b8d8d3bdd46ad54ec59
