dataset_id	platform	split_strength	analysis_unit	excluded_feature	repeat	method	n_per_group	n_evaluated_features	observed_top_k_overlap_fraction	pseudo_top_k_overlap_fraction	specificity_margin	observed_all_feature_spearman	pseudo_all_feature_spearman	split_seed	sampling_seed
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	RUNX2|stimulated	RUNX2	0	absolute_mean_shift	49	999	0.12	0.15	-0.03	0.02056357760566177	0.0005937279965336078	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	RUNX2|stimulated	RUNX2	0	welch_abs_t	49	999	0.09	0.09	0.0	-0.004968519621826234	-0.022391256988451375	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	BACH2|unstimulated	BACH2	0	pgaa_w	46	999	0.12	0.14	-0.020000000000000018	0.05380850590069026	0.045216390739436826	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	BACH2|unstimulated	BACH2	0	pgaa_h	46	999	0.1	0.15	-0.04999999999999999	0.05199955935891843	-0.029093282979005323	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	BACH2|unstimulated	BACH2	0	absolute_mean_shift	46	999	0.12	0.11	0.009999999999999995	-0.0006683156101993776	0.011298585192302278	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	BACH2|unstimulated	BACH2	0	welch_abs_t	46	999	0.1	0.08	0.020000000000000004	-0.03562554538506442	-0.019194605427070355	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	DOK2|stimulated	DOK2	0	pgaa_w	46	999	0.15	0.11	0.039999999999999994	0.07423481196627488	0.09925647089975745	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	DOK2|stimulated	DOK2	0	pgaa_h	46	999	0.18	0.08	0.09999999999999999	-0.015082620279272393	-0.0030289591284208372	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	DOK2|stimulated	DOK2	0	absolute_mean_shift	46	999	0.15	0.1	0.04999999999999999	0.038494346049456264	0.08931128349585443	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	DOK2|stimulated	DOK2	0	welch_abs_t	46	999	0.16	0.09	0.07	0.0139302749643431	0.05984927211780919	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	JUNB|stimulated	JUNB	0	pgaa_w	46	999	0.13	0.12	0.010000000000000009	0.10655716237279363	0.043876208874204854	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	JUNB|stimulated	JUNB	0	pgaa_h	46	999	0.1	0.12	-0.01999999999999999	0.018877433774497125	0.02415512468708061	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	JUNB|stimulated	JUNB	0	absolute_mean_shift	46	999	0.13	0.08	0.05	0.04604812026455312	-0.02705918158875818	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	JUNB|stimulated	JUNB	0	welch_abs_t	46	999	0.11	0.08	0.03	0.042392364308195964	-0.053509469389228896	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	DOK2|unstimulated	DOK2	0	pgaa_w	45	999	0.19	0.13	0.06	0.0958451681015038	0.028746911326397274	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	DOK2|unstimulated	DOK2	0	pgaa_h	45	999	0.1	0.17	-0.07	-0.01638641675428443	0.04299173339869632	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	DOK2|unstimulated	DOK2	0	absolute_mean_shift	45	999	0.17	0.11	0.06000000000000001	0.019367239099022306	0.007063694999992146	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	DOK2|unstimulated	DOK2	0	welch_abs_t	45	999	0.16	0.1	0.06	-0.003099893489982648	-0.008797968335463624	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	NR4A1|unstimulated	NR4A1	0	pgaa_w	45	999	0.06	0.18	-0.12	0.010532289836526777	0.041012132496260185	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	NR4A1|unstimulated	NR4A1	0	pgaa_h	45	999	0.14	0.11	0.030000000000000013	0.011939311853638392	0.0359100788802975	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	NR4A1|unstimulated	NR4A1	0	absolute_mean_shift	45	999	0.05	0.12	-0.06999999999999999	-0.04142219586747728	0.053891019437948016	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	NR4A1|unstimulated	NR4A1	0	welch_abs_t	45	999	0.04	0.09	-0.049999999999999996	-0.08115674015044125	0.018080485349318713	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	EGR1|unstimulated	EGR1	0	pgaa_w	44	999	0.11	0.12	-0.009999999999999995	0.10508377716393746	0.12100566443404123	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	EGR1|unstimulated	EGR1	0	pgaa_h	44	999	0.09	0.11	-0.020000000000000004	-0.018771551841192367	-0.02363519479569295	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	EGR1|unstimulated	EGR1	0	absolute_mean_shift	44	999	0.12	0.12	0.0	0.02042419975085305	0.035609862795980704	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	EGR1|unstimulated	EGR1	0	welch_abs_t	44	999	0.09	0.1	-0.010000000000000009	-0.00021798552059073097	0.004184200282657811	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	RELB|stimulated	RELB	0	pgaa_w	40	999	0.11	0.13	-0.020000000000000004	0.07937257096776133	0.06501441321080598	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	RELB|stimulated	RELB	0	pgaa_h	40	999	0.11	0.12	-0.009999999999999995	0.01320828084308296	0.00877256182468228	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	RELB|stimulated	RELB	0	absolute_mean_shift	40	999	0.1	0.13	-0.03	-0.00994997803414637	0.005020154422960034	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
datlinger2017_jurkat_crispr	Human Jurkat T-cell CRISPR plus stimulation	recorded_replicate_holdout_6_levels	RELB|stimulated	RELB	0	welch_abs_t	40	999	0.11	0.15	-0.039999999999999994	-0.012503866592042945	-0.01692125391924991	pgaa-expansion-v3-ready-panel-v1	pgaa-expansion-v3-ready-panel-matched-controls-v1
