dataset_id	platform	split_strength	analysis_unit	excluded_feature	repeat	method	n_per_group	n_evaluated_features	observed_top_k_overlap_fraction	pseudo_top_k_overlap_fraction	specificity_margin	observed_all_feature_spearman	pseudo_all_feature_spearman	split_seed	sampling_seed
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	0	pgaa_w	70	4999	0.42	0.06	0.36	0.3726581572737117	0.2516633059144842	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	0	pgaa_h	70	4999	0.04	0.05	-0.01	-0.0152988410261489	0.0258302286582591	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	0	absolute_mean_shift	70	4999	0.42	0.04	0.38	0.2176644379212695	0.0611810420696951	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	0	welch_abs_t	70	4999	0.31	0.02	0.29	0.1402283960273447	0.0034139343595009	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	1	pgaa_w	70	4999	0.39	0.08	0.31	0.3895398001662647	0.255133994632183	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	1	pgaa_h	70	4999	0.06	0.06	0.0	0.0305886036290728	0.0307074396999712	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	1	absolute_mean_shift	70	4999	0.37	0.05	0.32	0.2164869338061117	0.0487067075406636	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	1	welch_abs_t	70	4999	0.32	0.04	0.28	0.1388896955448179	-0.0103919525804414	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	2	pgaa_w	70	4999	0.32	0.06	0.26	0.3380654303249606	0.2642454949573348	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	2	pgaa_h	70	4999	0.05	0.02	0.03	0.0137747171013561	0.0409414559216226	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	2	absolute_mean_shift	70	4999	0.34	0.03	0.31	0.1610597532308891	0.0588922945736008	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	2	welch_abs_t	70	4999	0.26	0.02	0.24	0.0962490711370665	0.0093873679902553	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	3	pgaa_w	70	4999	0.4	0.05	0.35	0.3844479876047239	0.2326712483488935	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	3	pgaa_h	70	4999	0.05	0.07	-0.02	0.0221586213171188	0.0456711617352048	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	3	absolute_mean_shift	70	4999	0.42	0.03	0.39	0.1938744358901912	0.0431006825625173	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	3	welch_abs_t	70	4999	0.29	0.02	0.2699999999999999	0.1191076235952644	0.0041034421051847	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	4	pgaa_w	70	4999	0.31	0.05	0.26	0.3195809705038246	0.2621394692383855	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	4	pgaa_h	70	4999	0.03	0.05	-0.02	0.0349889066566275	0.0344534805912121	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	4	absolute_mean_shift	70	4999	0.3	0.03	0.27	0.1507802377354597	0.0520833196221077	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	AHR	AHR	4	welch_abs_t	70	4999	0.22	0.03	0.19	0.0790310011120839	-5.7186659420719686e-05	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	0	pgaa_w	70	4999	0.45	0.05	0.4	0.4880357417456136	0.2464627484019364	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	0	pgaa_h	70	4999	0.07	0.07	0.0	0.0428792247227291	0.0417651615976933	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	0	absolute_mean_shift	70	4999	0.47	0.04	0.43	0.3708107222788057	0.0451791456064537	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	0	welch_abs_t	70	4999	0.36	0.03	0.3299999999999999	0.2736593951574784	-0.0012425898385555	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	1	pgaa_w	70	4999	0.46	0.06	0.4	0.4520380892133298	0.231220189680193	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	1	pgaa_h	70	4999	0.08	0.08	0.0	0.0422728700231075	0.0359010941747111	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	1	absolute_mean_shift	70	4999	0.45	0.03	0.42	0.3066723296601705	0.0162732833256949	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	1	welch_abs_t	70	4999	0.37	0.01	0.36	0.2068062262682261	-0.0319109233619091	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	2	pgaa_w	70	4999	0.54	0.06	0.48	0.5373836212620676	0.2496741156214358	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	2	pgaa_h	70	4999	0.04	0.03	0.01	0.0364415402263802	0.0351419984723957	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	2	absolute_mean_shift	70	4999	0.53	0.05	0.48	0.3976975023237731	0.0327269000073505	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	2	welch_abs_t	70	4999	0.4	0.01	0.39	0.3000612111858146	-0.0130094318026392	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	3	pgaa_w	70	4999	0.61	0.03	0.58	0.5472300943873584	0.2493223884632869	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	3	pgaa_h	70	4999	0.03	0.04	-0.01	0.041389973939316	0.0247902361016274	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	3	absolute_mean_shift	70	4999	0.59	0.02	0.57	0.4035823819366873	0.0656635238259414	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	3	welch_abs_t	70	4999	0.45	0.02	0.43	0.306944231502096	0.0102985213609348	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	4	pgaa_w	70	4999	0.45	0.03	0.42	0.491969810912963	0.2590911832306438	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	4	pgaa_h	70	4999	0.05	0.03	0.02	0.0410869674808914	0.0367647114619945	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	4	absolute_mean_shift	70	4999	0.48	0.02	0.4599999999999999	0.3407523586840901	0.0520858218247292	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARID1A	ARID1A	4	welch_abs_t	70	4999	0.32	0.02	0.3	0.2452035632576695	-0.0041685507809845	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	0	pgaa_w	70	4999	0.15	0.06	0.09	0.2991698536945287	0.2515729388616328	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	0	pgaa_h	70	4999	0.03	0.05	-0.02	-0.0029049242336777	0.0344223910553571	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	0	absolute_mean_shift	70	4999	0.15	0.04	0.1099999999999999	0.0981293929656892	0.0472420492832765	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	0	welch_abs_t	70	4999	0.05	0.01	0.04	0.0275741700113821	0.0068919237875802	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	1	pgaa_w	70	4999	0.14	0.07	0.07	0.3021753870654605	0.2603230254694396	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	1	pgaa_h	70	4999	0.06	0.03	0.03	0.0547776742835161	0.0349020710315125	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	1	absolute_mean_shift	70	4999	0.09	0.04	0.0499999999999999	0.1209964184127576	0.03247821031583	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	1	welch_abs_t	70	4999	0.08	0.01	0.07	0.0534480982643935	-0.0213884680908036	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	2	pgaa_w	70	4999	0.07	0.06	0.01	0.2397528524730096	0.2547070185766975	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	2	pgaa_h	70	4999	0.05	0.03	0.02	0.0213822365784329	0.0269325868628219	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	2	absolute_mean_shift	70	4999	0.1	0.06	0.04	0.0491715406777641	0.0473111553471286	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	2	welch_abs_t	70	4999	0.02	0.02	0.0	-0.0193422231149553	0.0021858233832165	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	3	pgaa_w	70	4999	0.13	0.06	0.07	0.2530779068719644	0.252939319772718	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	3	pgaa_h	70	4999	0.05	0.02	0.03	0.0272788634245017	0.0310166855802292	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	3	absolute_mean_shift	70	4999	0.12	0.06	0.06	0.0444666133781682	0.0479535049432891	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	3	welch_abs_t	70	4999	0.04	0.03	0.01	-0.0223281400102908	-0.0058534045345888	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	4	pgaa_w	70	4999	0.11	0.07	0.0399999999999999	0.3043666862617269	0.2427052438578952	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	4	pgaa_h	70	4999	0.05	0.03	0.02	0.0531067550310111	0.0248212778181433	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	4	absolute_mean_shift	70	4999	0.1	0.06	0.04	0.1082204227770188	0.0641042657092382	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ARRDC3	ARRDC3	4	welch_abs_t	70	4999	0.05	0.06	-0.0099999999999999	0.0463614070724435	0.0181814930092861	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	0	pgaa_w	70	4999	0.47	0.08	0.3899999999999999	0.5003852936733806	0.2550462122196348	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	0	pgaa_h	70	4999	0.03	0.03	0.0	0.0537952118978358	0.0200549274506161	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	0	absolute_mean_shift	70	4999	0.47	0.07	0.3999999999999999	0.3779891694246649	0.0607196786936719	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	0	welch_abs_t	70	4999	0.33	0.03	0.3	0.2928221991717826	0.0129949852158425	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	1	pgaa_w	70	4999	0.4	0.07	0.33	0.4584880785040562	0.2388783716887435	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	1	pgaa_h	70	4999	0.05	0.04	0.01	0.0381158514967249	0.047801063420281	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	1	absolute_mean_shift	70	4999	0.45	0.05	0.4	0.3387497043787809	0.046887106358473	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	1	welch_abs_t	70	4999	0.35	0.02	0.3299999999999999	0.2567845866892466	0.0085463401926134	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	2	pgaa_w	70	4999	0.5	0.05	0.45	0.4553608055584707	0.2300700724593915	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	2	pgaa_h	70	4999	0.08	0.08	0.0	0.0458737690893922	0.0528516969849263	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	2	absolute_mean_shift	70	4999	0.48	0.05	0.43	0.3374771265099348	0.0605615465062474	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	2	welch_abs_t	70	4999	0.34	0.03	0.31	0.2535179349015906	0.0167826638565063	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	3	pgaa_w	70	4999	0.4	0.07	0.33	0.4304027772181087	0.2500675392761642	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	3	pgaa_h	70	4999	0.04	0.06	-0.0199999999999999	0.0447965847852677	0.0414794857458937	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	3	absolute_mean_shift	70	4999	0.4	0.07	0.33	0.294300736449811	0.0603285247292428	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	3	welch_abs_t	70	4999	0.35	0.02	0.3299999999999999	0.2115332297242529	0.0225305368882307	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	4	pgaa_w	70	4999	0.44	0.03	0.41	0.4354915215456057	0.2573645982559625	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	4	pgaa_h	70	4999	0.08	0.04	0.04	0.0361949439107852	0.0235014450651931	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	4	absolute_mean_shift	70	4999	0.42	0.02	0.3999999999999999	0.3013892629330855	0.0543414859787018	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	ATL1	ATL1	4	welch_abs_t	70	4999	0.36	0.0	0.36	0.2139430992080769	-0.0005659560724077	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	0	pgaa_w	70	4999	0.09	0.08	0.0099999999999999	0.286527097455182	0.2472058752265988	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	0	pgaa_h	70	4999	0.05	0.05	0.0	0.0431358133021044	0.0304184563520987	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	0	absolute_mean_shift	70	4999	0.07	0.06	0.01	0.0864331623211116	0.0526085719513232	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	0	welch_abs_t	70	4999	0.03	0.02	0.0099999999999999	0.0250050401929127	-0.0053489133842458	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	1	pgaa_w	70	4999	0.05	0.1	-0.05	0.2753607679999385	0.2920300297824758	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	1	pgaa_h	70	4999	0.05	0.02	0.03	0.0329272323889374	0.0217365015718245	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	1	absolute_mean_shift	70	4999	0.06	0.09	-0.03	0.0683641760334081	0.0871651602976095	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	1	welch_abs_t	70	4999	0.01	0.06	-0.0499999999999999	0.0067155355202304	0.0357476620902991	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	2	pgaa_w	70	4999	0.07	0.04	0.03	0.2608356501917831	0.264023203717047	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	2	pgaa_h	70	4999	0.04	0.04	0.0	0.0051483861125156	0.0288690412924158	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	2	absolute_mean_shift	70	4999	0.05	0.03	0.02	0.0579960597568722	0.0552235207465423	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	2	welch_abs_t	70	4999	0.04	0.0	0.04	0.0006874251441254	0.0025012484610968	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	3	pgaa_w	70	4999	0.06	0.02	0.0399999999999999	0.2443719134457741	0.2533325683204668	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	3	pgaa_h	70	4999	0.06	0.03	0.03	0.033679773604739	0.0393874131075166	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	3	absolute_mean_shift	70	4999	0.01	0.02	-0.01	0.0454840739205425	0.0526260443546334	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	3	welch_abs_t	70	4999	0.0	0.03	-0.03	-0.0052973137731144	0.002067842187935	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
norman2019_k562_crispra	K562 CRISPRa Perturb-seq	technical_batch_holdout_4_vs_4	BAK1	BAK1	4	pgaa_w	70	4999	0.07	0.07	0.0	0.2653142748965309	0.2471490077423826	pgaa-cross-platform-dual-gate-v1	pgaa-cross-platform-matched-controls-v1
