target_gene	method	repeat	status	n_discovery_per_group	n_validation_per_group	observed_top_k_overlap_fraction	pseudo_top_k_overlap_fraction	specificity_margin	observed_all_gene_spearman_rho	pseudo_all_gene_spearman_rho	analysis_role	failure_reason
EIF3D	pgaa_w	0	complete	103	83	0.82	0.78	0.039999999999999925	0.698136790322686	0.6354539181729496	post_result_matched_control_specificity_stress_test	
EIF3D	pgaa_h	0	complete	103	83	0.03	0.02	0.009999999999999998	0.27310226357957024	0.24692871256425472	post_result_matched_control_specificity_stress_test	
EIF3D	absolute_mean_shift	0	complete	103	83	0.73	0.57	0.16000000000000003	0.5498461083114196	0.3001571770861311	post_result_matched_control_specificity_stress_test	
EIF3D	welch_abs_t	0	complete	103	83	0.32	0.01	0.31	0.30011149381398494	-0.002866472782126638	post_result_matched_control_specificity_stress_test	
EIF3D	pgaa_w	1	complete	103	83	0.83	0.83	0.0	0.7101203491800833	0.6451982730527346	post_result_matched_control_specificity_stress_test	
EIF3D	pgaa_h	1	complete	103	83	0.02	0.02	0.0	0.25933007366219757	0.24943111904874518	post_result_matched_control_specificity_stress_test	
EIF3D	absolute_mean_shift	1	complete	103	83	0.75	0.52	0.22999999999999998	0.5617027705229297	0.2975421369993232	post_result_matched_control_specificity_stress_test	
EIF3D	welch_abs_t	1	complete	103	83	0.39	0.02	0.37	0.3420437905065214	0.00852279664180976	post_result_matched_control_specificity_stress_test	
EIF3D	pgaa_w	2	complete	103	83	0.85	0.83	0.020000000000000018	0.7040241742523596	0.627820108714922	post_result_matched_control_specificity_stress_test	
EIF3D	pgaa_h	2	complete	103	83	0.04	0.07	-0.030000000000000006	0.2771982753626588	0.25315069896585146	post_result_matched_control_specificity_stress_test	
EIF3D	absolute_mean_shift	2	complete	103	83	0.79	0.56	0.22999999999999998	0.5666900038146454	0.2550667491149573	post_result_matched_control_specificity_stress_test	
EIF3D	welch_abs_t	2	complete	103	83	0.44	0.01	0.43	0.3468801675710284	-0.005430847218956327	post_result_matched_control_specificity_stress_test	
EIF3D	pgaa_w	3	complete	103	83	0.84	0.79	0.04999999999999993	0.6986966980389768	0.620341223772729	post_result_matched_control_specificity_stress_test	
EIF3D	pgaa_h	3	complete	103	83	0.05	0.02	0.030000000000000002	0.261975800205562	0.24249500940021096	post_result_matched_control_specificity_stress_test	
EIF3D	absolute_mean_shift	3	complete	103	83	0.86	0.5	0.36	0.5323165970807121	0.27681175464164137	post_result_matched_control_specificity_stress_test	
EIF3D	welch_abs_t	3	complete	103	83	0.41	0.02	0.38999999999999996	0.31208807103757186	-0.012035866858431905	post_result_matched_control_specificity_stress_test	
EIF3D	pgaa_w	4	complete	103	83	0.82	0.78	0.039999999999999925	0.7027451188125561	0.6264908462573999	post_result_matched_control_specificity_stress_test	
EIF3D	pgaa_h	4	complete	103	83	0.0	0.02	-0.02	0.2678955917591071	0.23820953299577682	post_result_matched_control_specificity_stress_test	
EIF3D	absolute_mean_shift	4	complete	103	83	0.81	0.49	0.32000000000000006	0.547119308001549	0.28265796896202394	post_result_matched_control_specificity_stress_test	
EIF3D	welch_abs_t	4	complete	103	83	0.4	0.0	0.4	0.31981692200150036	0.009965946717914403	post_result_matched_control_specificity_stress_test	
UBA2	pgaa_w	0	complete	84	88	0.86	0.78	0.07999999999999996	0.6470522855813875	0.6229973340525854	post_result_matched_control_specificity_stress_test	
UBA2	pgaa_h	0	complete	84	88	0.03	0.04	-0.010000000000000002	0.2754194359676926	0.23928531106088158	post_result_matched_control_specificity_stress_test	
UBA2	absolute_mean_shift	0	complete	84	88	0.69	0.56	0.1299999999999999	0.3414328966696575	0.2700285995346273	post_result_matched_control_specificity_stress_test	
UBA2	welch_abs_t	0	complete	84	88	0.26	0.03	0.23	0.06477265240990936	-0.026792210799138634	post_result_matched_control_specificity_stress_test	
UBA2	pgaa_w	1	complete	84	88	0.78	0.82	-0.039999999999999925	0.6369888025277345	0.6308319171348857	post_result_matched_control_specificity_stress_test	
UBA2	pgaa_h	1	complete	84	88	0.03	0.01	0.019999999999999997	0.27501366716741465	0.24528489185437155	post_result_matched_control_specificity_stress_test	
UBA2	absolute_mean_shift	1	complete	84	88	0.66	0.45	0.21000000000000002	0.34115859290975026	0.2984853573399136	post_result_matched_control_specificity_stress_test	
UBA2	welch_abs_t	1	complete	84	88	0.22	0.02	0.2	0.02224393906745234	0.01644306776639474	post_result_matched_control_specificity_stress_test	
UBA2	pgaa_w	2	complete	84	88	0.82	0.81	0.009999999999999898	0.6355145173413542	0.6250913162317988	post_result_matched_control_specificity_stress_test	
UBA2	pgaa_h	2	complete	84	88	0.02	0.03	-0.009999999999999998	0.27342712663336327	0.23828448218913204	post_result_matched_control_specificity_stress_test	
UBA2	absolute_mean_shift	2	complete	84	88	0.75	0.67	0.07999999999999996	0.3246250568048213	0.2877100656156231	post_result_matched_control_specificity_stress_test	
UBA2	welch_abs_t	2	complete	84	88	0.34	0.01	0.33	0.051845889474911366	-0.01680654462815521	post_result_matched_control_specificity_stress_test	
UBA2	pgaa_w	3	complete	84	88	0.82	0.83	-0.010000000000000009	0.6442115524598201	0.6276791025199445	post_result_matched_control_specificity_stress_test	
UBA2	pgaa_h	3	complete	84	88	0.0	0.02	-0.02	0.26131486905508117	0.22939753411685687	post_result_matched_control_specificity_stress_test	
UBA2	absolute_mean_shift	3	complete	84	88	0.81	0.6	0.21000000000000008	0.34247840433549415	0.2850285498340579	post_result_matched_control_specificity_stress_test	
UBA2	welch_abs_t	3	complete	84	88	0.29	0.01	0.27999999999999997	0.08264444829097653	-0.011352904311465187	post_result_matched_control_specificity_stress_test	
UBA2	pgaa_w	4	complete	84	88	0.84	0.79	0.04999999999999993	0.645679550146902	0.6273156248221419	post_result_matched_control_specificity_stress_test	
UBA2	pgaa_h	4	complete	84	88	0.03	0.02	0.009999999999999998	0.25666093255922257	0.23736185578562288	post_result_matched_control_specificity_stress_test	
UBA2	absolute_mean_shift	4	complete	84	88	0.77	0.5	0.27	0.3297674952585596	0.27634644444091594	post_result_matched_control_specificity_stress_test	
UBA2	welch_abs_t	4	complete	84	88	0.29	0.0	0.29	0.04635702645485552	0.007616333191761672	post_result_matched_control_specificity_stress_test	
USP5	pgaa_w	0	complete	98	101	0.87	0.84	0.030000000000000027	0.645276922748602	0.6432085712025628	post_result_matched_control_specificity_stress_test	
USP5	pgaa_h	0	complete	98	101	0.03	0.01	0.019999999999999997	0.24873828440227977	0.25890845833037046	post_result_matched_control_specificity_stress_test	
USP5	absolute_mean_shift	0	complete	98	101	0.84	0.71	0.13	0.3678667319327712	0.36120789893303623	post_result_matched_control_specificity_stress_test	
USP5	welch_abs_t	0	complete	98	101	0.06	0.01	0.049999999999999996	0.07421572844324353	0.027831732311296424	post_result_matched_control_specificity_stress_test	
USP5	pgaa_w	1	complete	98	101	0.85	0.82	0.030000000000000027	0.6240124388098547	0.6370558651939997	post_result_matched_control_specificity_stress_test	
USP5	pgaa_h	1	complete	98	101	0.03	0.01	0.019999999999999997	0.2333502126452098	0.25350094699706116	post_result_matched_control_specificity_stress_test	
USP5	absolute_mean_shift	1	complete	98	101	0.72	0.47	0.25	0.31366867679575494	0.2935532573750783	post_result_matched_control_specificity_stress_test	
USP5	welch_abs_t	1	complete	98	101	0.04	0.02	0.02	0.010430722906237545	-0.0006126279115312584	post_result_matched_control_specificity_stress_test	
USP5	pgaa_w	2	complete	98	101	0.83	0.79	0.039999999999999925	0.6475273628429674	0.6249674071886012	post_result_matched_control_specificity_stress_test	
USP5	pgaa_h	2	complete	98	101	0.01	0.03	-0.019999999999999997	0.26644204245413783	0.24867557599008183	post_result_matched_control_specificity_stress_test	
USP5	absolute_mean_shift	2	complete	98	101	0.74	0.64	0.09999999999999998	0.34258150999151926	0.28291029721071664	post_result_matched_control_specificity_stress_test	
USP5	welch_abs_t	2	complete	98	101	0.03	0.01	0.019999999999999997	0.04661395072148482	-0.03452370878315631	post_result_matched_control_specificity_stress_test	
USP5	pgaa_w	3	complete	98	101	0.83	0.81	0.019999999999999907	0.6259465562581856	0.630905311384661	post_result_matched_control_specificity_stress_test	
USP5	pgaa_h	3	complete	98	101	0.01	0.04	-0.03	0.25778903473010667	0.2485314222730006	post_result_matched_control_specificity_stress_test	
USP5	absolute_mean_shift	3	complete	98	101	0.66	0.5	0.16000000000000003	0.2852862323329487	0.2708670307268042	post_result_matched_control_specificity_stress_test	
USP5	welch_abs_t	3	complete	98	101	0.04	0.0	0.04	-0.0008291023216603996	-0.0041809686502792985	post_result_matched_control_specificity_stress_test	
USP5	pgaa_w	4	complete	98	101	0.85	0.78	0.06999999999999995	0.6196517316873495	0.6195224011955877	post_result_matched_control_specificity_stress_test	
USP5	pgaa_h	4	complete	98	101	0.04	0.0	0.04	0.23562619744928126	0.2305255494033398	post_result_matched_control_specificity_stress_test	
USP5	absolute_mean_shift	4	complete	98	101	0.72	0.48	0.24	0.3021882494784812	0.2760557511238629	post_result_matched_control_specificity_stress_test	
USP5	welch_abs_t	4	complete	98	101	0.03	0.01	0.019999999999999997	0.017642645141586106	-0.0016025249670986923	post_result_matched_control_specificity_stress_test	
ABCF1	pgaa_w	0	complete	160	169	0.72	0.84	-0.12	0.6331409762941745	0.6373053918831669	post_result_matched_control_specificity_stress_test	
ABCF1	pgaa_h	0	complete	160	169	0.03	0.03	0.0	0.2540301686476233	0.2651378967862918	post_result_matched_control_specificity_stress_test	
ABCF1	absolute_mean_shift	0	complete	160	169	0.54	0.66	-0.12	0.3236463550736035	0.2936191957199806	post_result_matched_control_specificity_stress_test	
ABCF1	welch_abs_t	0	complete	160	169	0.04	0.03	0.010000000000000002	-0.014257886618444595	0.007415872558590453	post_result_matched_control_specificity_stress_test	
ABCF1	pgaa_w	1	complete	160	169	0.85	0.81	0.039999999999999925	0.6425905347158459	0.6424649827475358	post_result_matched_control_specificity_stress_test	
ABCF1	pgaa_h	1	complete	160	169	0.05	0.03	0.020000000000000004	0.25437560567140094	0.2407808656401017	post_result_matched_control_specificity_stress_test	
ABCF1	absolute_mean_shift	1	complete	160	169	0.65	0.7	-0.04999999999999993	0.3289553108443173	0.2990690003398346	post_result_matched_control_specificity_stress_test	
ABCF1	welch_abs_t	1	complete	160	169	0.07	0.01	0.060000000000000005	0.043279489693538196	0.004875444621610875	post_result_matched_control_specificity_stress_test	
ABCF1	pgaa_w	2	complete	160	169	0.79	0.83	-0.039999999999999925	0.6491671898092747	0.6369220924931319	post_result_matched_control_specificity_stress_test	
ABCF1	pgaa_h	2	complete	160	169	0.04	0.02	0.02	0.2513604213523827	0.2392846336059301	post_result_matched_control_specificity_stress_test	
ABCF1	absolute_mean_shift	2	complete	160	169	0.59	0.6	-0.010000000000000009	0.35604104459961183	0.3250282642996787	post_result_matched_control_specificity_stress_test	
ABCF1	welch_abs_t	2	complete	160	169	0.11	0.02	0.09	0.04711719504662614	0.009208689498333587	post_result_matched_control_specificity_stress_test	
ABCF1	pgaa_w	3	complete	160	169	0.77	0.81	-0.040000000000000036	0.6412383597515373	0.6271283255275062	post_result_matched_control_specificity_stress_test	
ABCF1	pgaa_h	3	complete	160	169	0.0	0.03	-0.03	0.24762358342671847	0.24168193963460208	post_result_matched_control_specificity_stress_test	
ABCF1	absolute_mean_shift	3	complete	160	169	0.61	0.48	0.13	0.3275701436998407	0.2590592731893531	post_result_matched_control_specificity_stress_test	
ABCF1	welch_abs_t	3	complete	160	169	0.06	0.01	0.049999999999999996	0.024868400083221588	-0.009890599170436196	post_result_matched_control_specificity_stress_test	
ABCF1	pgaa_w	4	complete	160	169	0.82	0.8	0.019999999999999907	0.6405661629508139	0.631152981534949	post_result_matched_control_specificity_stress_test	
ABCF1	pgaa_h	4	complete	160	169	0.04	0.02	0.02	0.25736345580593684	0.24359402738238362	post_result_matched_control_specificity_stress_test	
ABCF1	absolute_mean_shift	4	complete	160	169	0.58	0.47	0.10999999999999999	0.3316597286786436	0.2704200402867373	post_result_matched_control_specificity_stress_test	
ABCF1	welch_abs_t	4	complete	160	169	0.06	0.0	0.06	0.023003662223659044	0.010800269451404049	post_result_matched_control_specificity_stress_test	
BCAS2	pgaa_w	0	complete	121	106	0.8	0.8	0.0	0.69992541190295	0.6385130684099324	post_result_matched_control_specificity_stress_test	
BCAS2	pgaa_h	0	complete	121	106	0.08	0.03	0.05	0.3075035382350216	0.25748566659050076	post_result_matched_control_specificity_stress_test	
BCAS2	absolute_mean_shift	0	complete	121	106	0.66	0.62	0.040000000000000036	0.4999303590913695	0.3172630268464941	post_result_matched_control_specificity_stress_test	
BCAS2	welch_abs_t	0	complete	121	106	0.45	0.02	0.43	0.26832525318877815	-0.0034753779930298437	post_result_matched_control_specificity_stress_test	
BCAS2	pgaa_w	1	complete	121	106	0.81	0.83	-0.019999999999999907	0.6771202847347942	0.6296199206085753	post_result_matched_control_specificity_stress_test	
BCAS2	pgaa_h	1	complete	121	106	0.06	0.0	0.06	0.28315529566788766	0.22900436951301767	post_result_matched_control_specificity_stress_test	
BCAS2	absolute_mean_shift	1	complete	121	106	0.67	0.46	0.21000000000000002	0.46391022509919955	0.2797143297984564	post_result_matched_control_specificity_stress_test	
BCAS2	welch_abs_t	1	complete	121	106	0.4	0.01	0.39	0.19708574756008895	0.009725660092452347	post_result_matched_control_specificity_stress_test	
BCAS2	pgaa_w	2	complete	121	106	0.83	0.85	-0.020000000000000018	0.6813194368908547	0.6321323589464937	post_result_matched_control_specificity_stress_test	
BCAS2	pgaa_h	2	complete	121	106	0.05	0.03	0.020000000000000004	0.28255874510325446	0.24673890183467087	post_result_matched_control_specificity_stress_test	
BCAS2	absolute_mean_shift	2	complete	121	106	0.75	0.6	0.15000000000000002	0.46105609547019766	0.2971744433500875	post_result_matched_control_specificity_stress_test	
BCAS2	welch_abs_t	2	complete	121	106	0.38	0.02	0.36	0.2151960363140795	0.008145181053155183	post_result_matched_control_specificity_stress_test	
BCAS2	pgaa_w	3	complete	121	106	0.86	0.79	0.06999999999999995	0.6794590205226851	0.634597286359219	post_result_matched_control_specificity_stress_test	
BCAS2	pgaa_h	3	complete	121	106	0.04	0.03	0.010000000000000002	0.2989317146262767	0.2503323788704872	post_result_matched_control_specificity_stress_test	
BCAS2	absolute_mean_shift	3	complete	121	106	0.78	0.57	0.21000000000000008	0.4850959855354383	0.2734688409495957	post_result_matched_control_specificity_stress_test	
BCAS2	welch_abs_t	3	complete	121	106	0.41	0.01	0.39999999999999997	0.23882586211600046	-0.007889207061988085	post_result_matched_control_specificity_stress_test	
BCAS2	pgaa_w	4	complete	121	106	0.85	0.79	0.05999999999999994	0.6919370632233385	0.6222490710894789	post_result_matched_control_specificity_stress_test	
BCAS2	pgaa_h	4	complete	121	106	0.02	0.02	0.0	0.27870531102185603	0.21519869704816358	post_result_matched_control_specificity_stress_test	
BCAS2	absolute_mean_shift	4	complete	121	106	0.85	0.41	0.44	0.48305928292050737	0.2706254452287272	post_result_matched_control_specificity_stress_test	
BCAS2	welch_abs_t	4	complete	121	106	0.45	0.02	0.43	0.24833518272830143	-0.013908753159853534	post_result_matched_control_specificity_stress_test	
DNTTIP2	pgaa_w	0	complete	136	128	0.95	0.8	0.1499999999999999	0.7035644401125148	0.6398929285242937	post_result_matched_control_specificity_stress_test	
DNTTIP2	pgaa_h	0	complete	136	128	0.03	0.0	0.03	0.3335941503363813	0.27163288577996253	post_result_matched_control_specificity_stress_test	
DNTTIP2	absolute_mean_shift	0	complete	136	128	0.93	0.62	0.31000000000000005	0.530904989824155	0.31840944926398923	post_result_matched_control_specificity_stress_test	
DNTTIP2	welch_abs_t	0	complete	136	128	0.68	0.01	0.67	0.3211851253366739	-0.016204855051834124	post_result_matched_control_specificity_stress_test	
DNTTIP2	pgaa_w	1	complete	136	128	0.97	0.83	0.14	0.712711684852892	0.6212785190448853	post_result_matched_control_specificity_stress_test	
DNTTIP2	pgaa_h	1	complete	136	128	0.05	0.0	0.05	0.3326058029958905	0.22020823040130535	post_result_matched_control_specificity_stress_test	
DNTTIP2	absolute_mean_shift	1	complete	136	128	0.96	0.61	0.35	0.5492359113251626	0.2832445933526672	post_result_matched_control_specificity_stress_test	
DNTTIP2	welch_abs_t	1	complete	136	128	0.65	0.01	0.64	0.34077021894408877	0.0031739714032990468	post_result_matched_control_specificity_stress_test	
DNTTIP2	pgaa_w	2	complete	136	128	0.96	0.85	0.10999999999999999	0.7184623686499011	0.6387769970876194	post_result_matched_control_specificity_stress_test	
DNTTIP2	pgaa_h	2	complete	136	128	0.03	0.01	0.019999999999999997	0.3451033908255727	0.254226240747725	post_result_matched_control_specificity_stress_test	
DNTTIP2	absolute_mean_shift	2	complete	136	128	0.94	0.68	0.2599999999999999	0.5562212868910885	0.31211284935142075	post_result_matched_control_specificity_stress_test	
DNTTIP2	welch_abs_t	2	complete	136	128	0.49	0.01	0.48	0.3536128563316068	0.005169578383110881	post_result_matched_control_specificity_stress_test	
DNTTIP2	pgaa_w	3	complete	136	128	0.94	0.81	0.1299999999999999	0.6972430974198154	0.6420656854658885	post_result_matched_control_specificity_stress_test	
DNTTIP2	pgaa_h	3	complete	136	128	0.05	0.04	0.010000000000000002	0.31797873487318695	0.24173702348963785	post_result_matched_control_specificity_stress_test	
DNTTIP2	absolute_mean_shift	3	complete	136	128	0.94	0.63	0.30999999999999994	0.5242209494956409	0.32306266381911525	post_result_matched_control_specificity_stress_test	
DNTTIP2	welch_abs_t	3	complete	136	128	0.56	0.0	0.56	0.2933772065313226	-0.018497261625194678	post_result_matched_control_specificity_stress_test	
DNTTIP2	pgaa_w	4	complete	136	128	0.96	0.79	0.16999999999999993	0.719495640813221	0.632891450768397	post_result_matched_control_specificity_stress_test	
DNTTIP2	pgaa_h	4	complete	136	128	0.02	0.02	0.0	0.3322712364952378	0.24359962353195613	post_result_matched_control_specificity_stress_test	
DNTTIP2	absolute_mean_shift	4	complete	136	128	0.94	0.46	0.4799999999999999	0.5548146018520371	0.28590467453903523	post_result_matched_control_specificity_stress_test	
DNTTIP2	welch_abs_t	4	complete	136	128	0.59	0.0	0.59	0.3576485288472359	0.02064910689338589	post_result_matched_control_specificity_stress_test	
LSM2	pgaa_w	0	complete	193	164	0.75	0.87	-0.12	0.7450042445803604	0.6352899268510573	post_result_matched_control_specificity_stress_test	
LSM2	pgaa_h	0	complete	193	164	0.12	0.02	0.09999999999999999	0.3885655325096564	0.2397297147584639	post_result_matched_control_specificity_stress_test	
LSM2	absolute_mean_shift	0	complete	193	164	0.7	0.78	-0.08000000000000007	0.5914120924895956	0.3320960065750602	post_result_matched_control_specificity_stress_test	
LSM2	welch_abs_t	0	complete	193	164	0.46	0.0	0.46	0.4083268154454313	0.03609687725763624	post_result_matched_control_specificity_stress_test	
LSM2	pgaa_w	1	complete	193	164	0.94	0.81	0.1299999999999999	0.7457272741205088	0.635450767862543	post_result_matched_control_specificity_stress_test	
LSM2	pgaa_h	1	complete	193	164	0.07	0.03	0.04000000000000001	0.37126439557218605	0.25329260116527175	post_result_matched_control_specificity_stress_test	
LSM2	absolute_mean_shift	1	complete	193	164	0.92	0.68	0.24	0.6115454697202236	0.29078016569606047	post_result_matched_control_specificity_stress_test	
LSM2	welch_abs_t	1	complete	193	164	0.56	0.0	0.56	0.4452763183850289	0.004133148319852924	post_result_matched_control_specificity_stress_test	
LSM2	pgaa_w	2	complete	193	164	0.87	0.84	0.030000000000000027	0.7460999114068245	0.6326425929186311	post_result_matched_control_specificity_stress_test	
LSM2	pgaa_h	2	complete	193	164	0.1	0.01	0.09000000000000001	0.3580932947429779	0.23620396377092115	post_result_matched_control_specificity_stress_test	
LSM2	absolute_mean_shift	2	complete	193	164	0.83	0.57	0.26	0.6038431059532002	0.3127799457238604	post_result_matched_control_specificity_stress_test	
LSM2	welch_abs_t	2	complete	193	164	0.52	0.0	0.52	0.43591008623664607	0.009812434035459304	post_result_matched_control_specificity_stress_test	
LSM2	pgaa_w	3	complete	193	164	0.93	0.8	0.13	0.7480050609492018	0.6258685535897259	post_result_matched_control_specificity_stress_test	
LSM2	pgaa_h	3	complete	193	164	0.06	0.02	0.039999999999999994	0.3752057959569049	0.24886952476750065	post_result_matched_control_specificity_stress_test	
LSM2	absolute_mean_shift	3	complete	193	164	0.91	0.58	0.33000000000000007	0.6107721114780822	0.2676478679430977	post_result_matched_control_specificity_stress_test	
LSM2	welch_abs_t	3	complete	193	164	0.55	0.01	0.54	0.4531646788221236	-0.015282740473203053	post_result_matched_control_specificity_stress_test	
LSM2	pgaa_w	4	complete	193	164	0.91	0.79	0.12	0.7421672738402961	0.6314781180057039	post_result_matched_control_specificity_stress_test	
LSM2	pgaa_h	4	complete	193	164	0.08	0.01	0.07	0.34789250955734324	0.24617413127831234	post_result_matched_control_specificity_stress_test	
LSM2	absolute_mean_shift	4	complete	193	164	0.89	0.45	0.44	0.6015516037298294	0.2882347042173943	post_result_matched_control_specificity_stress_test	
LSM2	welch_abs_t	4	complete	193	164	0.56	0.0	0.56	0.4281392354981757	0.009512612062390983	post_result_matched_control_specificity_stress_test	
