gene,score
SPN,20.946668017044814
MAN1A1,20.921686213464636
ABI3,20.82868373575421
AGTRAP,20.69974068256107
FOS,20.65620979833826
CALHM6,20.64775094374626
CRACR2B,20.64186160189567
LINC01725,20.636132401103662
HIST1H4C,20.49028055221822
NPDC1,20.43148836121011
UBE2C,20.40336612876136
MT-ND2,20.378023189753062
NIPAL2,20.373691632905846
PIK3IP1,20.36794348402093
ASCL2,20.284755106779603
CLIC3,20.198468624319474
SYTL2,20.123751019315964
CST3,20.077240412650287
IQGAP2,19.980396974230977
ABLIM1,19.95986513835077
CD40LG,19.817175720572685
S100A9,19.796926353199556
TCTN1,19.738995285674545
TOP2A,19.715212914706537
LAIR1,19.71083649952334
LST1,19.60819615111641
MIR4435-2HG,19.553700809716624
TUBA1B,19.517072789247866
RAB27A,19.493635005962837
F2R,19.476124032950008
RIPOR1,19.44360210075208
LYST,19.407193720402635
GLIPR2,19.394564843338706
TGFBR3,19.39274667328544
PLEKHG3,19.353100371918572
ITGAM,19.35291699136305
CEBPB,19.319781911784478
METRNL,19.276086553483644
DDIT4,19.24378441054791
S100A6,19.108563940239687
IFITM3,19.106065507516973
NFKBID,19.1006563748741
MGLL,19.067768334037453
APOL6,19.03868284508152
SLCO3A1,18.99565179143392
S100A8,18.979822499966367
IGLV2-14,18.963481587417434
LYAR,18.84399261222226
GIMAP6,18.807628412349978
TTC16,18.673404268456324
PPP2R2B,18.653410442099812
ZFYVE28,18.639231966378365
ARHGAP26,18.6174191272301
RAP1GAP2,18.59684500868919
EHD3,18.589603978458758
GBP1,18.578136571266036
TRGV2,18.577994441592146
TPST2,18.569391208465042
FCN1,18.52861818244255
IFNG,18.50302449954217
CX3CR1,18.47746216293855
MIAT,18.46672891429264
PDE3B,18.451321518345523
SNHG14,18.396452619930358
PRKY,18.35288192645132
MAF,18.34290843532652
NELL2,18.088227152123366
LYZ,18.07947621075445
FCGR3A,18.069751643710998
CFP,18.040230860737868
AP1S2,18.009641126325114
CENPF,17.81454121835978
SERPINA1,17.668751027723626
TNFSF9,17.614673824305513
PPP2R5C,17.56760058104843
IGLC3,17.563302168128942
KLRB1,17.545163047214693
CD28,17.495628567369653
CCDC141,17.48254846846412
TRERF1,17.432424619627415
FCER1G,17.39004200195863
IFI6,17.38154022346038
PLEKHF1,17.340352570370733
GABRB2,17.273524863726234
ROR1,17.269469040800733
GPR174,17.25551832665235
HSPA5,17.05869505773774
RPL12,17.03681832950257
TRG-AS1,16.961306942481365
ACTN1,16.867471290538028
PRR5L,16.827905096376853
H2AFJ,16.808436790891303
MORC3,16.793246690066375
RIC3,16.757646588125795
LINC00892,16.731854116164126
OASL,16.71592393582936
LYL1,16.703357869180536
TNFSF8,16.691530368774693
DLEU2,16.668938633316557
GNAQ,16.640206558210718
TPM4,16.54334556567821
SPI1,16.541593515432623
NCK2,16.51985041684312
GIMAP8,16.49388809429965
DMXL1,16.422987145850932
LAIR2,16.099318587024147
FCRL1,15.982111782516474
DDX60L,15.981856365390922
LPAR6,15.847100763609115
CMC1,15.84145350982788
JUNB,15.8370268713678
CDC14A,15.8299478922418
LAG3,15.818489424180399
CTSS,15.813190798306193
NLRP1,15.812935537764712
BEX3,15.806296877635745
LTK,15.724024830934866
SLA2,15.716353198775666
AC012368.1,15.715081003228372
VCAN,15.70773149934225
CCNL2,15.695394169506447
RELL1,15.650224376235292
ATP2B4,15.61443407936289
SPON2,15.50251655179501
RNASE1,15.488792997519415
AC025164.1,15.45354786372853
BIRC5,15.427493748920286
SEMA4D,15.39118129969072
TMEM131L,15.377084520546681
TRAF5,15.318404841933257
RPS18,15.305176983725927
AQP3,15.305030220132906
PARVB,15.239793201847895
TNFAIP2,15.178103795586665
FAM13A,15.128495147208671
BCL2A1,15.115529710518933
TRGV3,15.090402444931355
STMN3,15.081649313538836
ZBTB48,15.071869529371849
PRNP,15.053139707138538
ABCA2,15.035335815400163
NCR3,15.031141909533984
ZNRF1,15.027622040147115
PAM,15.005685941396077
SLAMF1,14.986357446140424
BTNL9,14.945792554565484
TBXAS1,14.936811760768306
LIMS1,14.926775934847319
CHRM3-AS2,14.910171217766802
TMEM176B,14.862170699125787
PELI1,14.814342301692522
PTPN18,14.76855296007915
SNTB1,14.745253828006893
